registration_number,id_skill,score
2598,6,4
2381,7,6
2587,16,5
2996,7,8
2545,4,1
2376,14,1
2198,1,5
2060,13,4
2970,20,3
2941,18,7
2997,11,3
2435,4,6
2843,6,5
2900,1,5
2859,1,6
2638,1,7
2394,19,9
2118,17,4
2674,4,3
2560,3,8
2192,3,7
2371,2,3
2060,16,9
2089,8,8
2756,7,9
2302,12,1
2242,8,3
2646,8,2
2033,18,10
2358,8,8
2391,10,4
2625,11,8
2714,9,4
2139,15,8
2439,2,5
2776,8,1
2347,10,6
2552,7,2
2512,20,7
2769,15,2
2067,18,2
2579,13,5
2966,17,7
2572,8,8
2674,7,7
2753,17,9
2111,7,4
2596,8,3
2749,9,6
2091,10,2
2001,1,10
2597,6,5
2605,8,4
2669,9,5
2580,13,5
2731,2,4
2086,2,2
2914,8,2
2202,19,7
2956,12,2
2237,4,7
2683,4,4
2065,18,9
2706,1,3
2568,17,7
2692,15,1
2651,10,5
2167,8,3
2011,15,4
2758,2,4
2790,9,5
2650,17,8
2483,6,10
2840,1,8
2985,9,9
2478,1,9
2454,5,2
2722,11,5
2203,17,1
2376,12,2
2154,19,9
2973,2,7
2974,6,9
2641,3,4
2928,1,6
2646,20,2
2775,10,7
2129,15,3
2962,2,10
2664,1,7
2537,8,8
2199,3,4
2712,2,2
2904,3,1
2923,9,7
2766,11,8
2058,15,10
2115,1,3
2654,2,4
2000,4,10
2756,13,5
2435,9,1
2052,5,2
2493,9,3
2073,11,9
2469,19,4
2967,14,5
2998,9,3
2680,12,2
2549,2,3
2930,19,5
2001,11,5
2950,5,5
2116,3,10
2918,2,5
2766,2,2
2967,6,4
2642,13,10
2547,12,3
2417,7,1
2104,11,2
2845,13,8
2433,14,2
2086,3,9
2802,4,10
2246,18,5
2272,19,2
2222,19,6
2094,17,9
2813,2,9
2538,8,9
2977,6,10
2428,16,10
2639,2,5
2987,18,1
2929,19,10
2254,10,6
2604,3,9
2203,4,7
2757,17,3
2538,16,7
2135,3,7
2597,19,10
2000,6,8
2596,1,1
2036,17,6
2048,17,3
2214,9,9
2407,9,9
2272,10,10
2737,5,1
2751,9,6
2030,3,1
2572,13,10
2777,12,6
2051,1,7
2989,17,8
2132,9,1
2237,6,6
2927,2,1
2396,9,2
2280,5,9
2070,15,9
2915,19,6
2271,18,7
2772,17,10
2545,13,7
2194,12,9
2039,4,6
2392,8,1
2943,11,2
2198,9,8
2426,17,1
2870,15,5
2111,18,7
2321,8,1
2379,2,6
2373,3,1
2870,6,4
2433,3,7
2074,6,1
2089,11,5
2886,12,10
2479,4,8
2816,13,3
2228,5,4
2949,1,9
2839,10,9
2513,3,1
2845,5,6
2893,8,3
2869,18,3
2242,16,2
2419,20,7
2643,18,4
2309,6,9
2320,16,8
2967,4,5
2537,2,7
2408,15,5
2150,20,7
2733,6,10
2975,14,2
2543,12,3
2327,13,10
2032,7,8
2549,13,6
2838,11,7
2898,3,1
2702,6,10
2464,11,8
2320,20,2
2139,1,7
2733,2,5
2881,1,10
2584,20,6
2633,14,5
2228,7,2
2405,10,1
2044,12,2
2371,6,2
2322,10,6
2183,17,3
2358,7,1
2761,14,8
